Sample Name,Measurement Date and Time,Temperature (°C),Diffusion Coefficient (µ²/s),Viscosity (cP),Z-Average (d.nm),PdI,Attenuator,Sizes[1] (d.nm),Sizes[2] (d.nm),Sizes[3] (d.nm),Sizes[4] (d.nm),Sizes[5] (d.nm),Sizes[6] (d.nm),Sizes[7] (d.nm),Sizes[8] (d.nm),Sizes[9] (d.nm),Sizes[10] (d.nm),Sizes[11] (d.nm),Sizes[12] (d.nm),Sizes[13] (d.nm),Sizes[14] (d.nm),Sizes[15] (d.nm),Sizes[16] (d.nm),Sizes[17] (d.nm),Sizes[18] (d.nm),Sizes[19] (d.nm),Sizes[20] (d.nm),Sizes[21] (d.nm),Sizes[22] (d.nm),Sizes[23] (d.nm),Sizes[24] (d.nm),Sizes[25] (d.nm),Sizes[26] (d.nm),Sizes[27] (d.nm),Sizes[28] (d.nm),Sizes[29] (d.nm),Sizes[30] (d.nm),Sizes[31] (d.nm),Sizes[32] (d.nm),Sizes[33] (d.nm),Sizes[34] (d.nm),Sizes[35] (d.nm),Sizes[36] (d.nm),Sizes[37] (d.nm),Sizes[38] (d.nm),Sizes[39] (d.nm),Sizes[40] (d.nm),Sizes[41] (d.nm),Sizes[42] (d.nm),Sizes[43] (d.nm),Sizes[44] (d.nm),Sizes[45] (d.nm),Sizes[46] (d.nm),Sizes[47] (d.nm),Sizes[48] (d.nm),Sizes[49] (d.nm),Sizes[50] (d.nm),Sizes[51] (d.nm),Sizes[52] (d.nm),Sizes[53] (d.nm),Sizes[54] (d.nm),Sizes[55] (d.nm),Sizes[56] (d.nm),Sizes[57] (d.nm),Sizes[58] (d.nm),Sizes[59] (d.nm),Sizes[60] (d.nm),Sizes[61] (d.nm),Sizes[62] (d.nm),Sizes[63] (d.nm),Sizes[64] (d.nm),Sizes[65] (d.nm),Sizes[66] (d.nm),Sizes[67] (d.nm),Sizes[68] (d.nm),Sizes[69] (d.nm),Sizes[70] (d.nm),Intensities[1] (Percent),Intensities[2] (Percent),Intensities[3] (Percent),Intensities[4] (Percent),Intensities[5] (Percent),Intensities[6] (Percent),Intensities[7] (Percent),Intensities[8] (Percent),Intensities[9] (Percent),Intensities[10] (Percent),Intensities[11] (Percent),Intensities[12] (Percent),Intensities[13] (Percent),Intensities[14] (Percent),Intensities[15] (Percent),Intensities[16] (Percent),Intensities[17] (Percent),Intensities[18] (Percent),Intensities[19] (Percent),Intensities[20] (Percent),Intensities[21] (Percent),Intensities[22] (Percent),Intensities[23] (Percent),Intensities[24] (Percent),Intensities[25] (Percent),Intensities[26] (Percent),Intensities[27] (Percent),Intensities[28] (Percent),Intensities[29] (Percent),Intensities[30] (Percent),Intensities[31] (Percent),Intensities[32] (Percent),Intensities[33] (Percent),Intensities[34] (Percent),Intensities[35] (Percent),Intensities[36] (Percent),Intensities[37] (Percent),Intensities[38] (Percent),Intensities[39] (Percent),Intensities[40] (Percent),Intensities[41] (Percent),Intensities[42] (Percent),Intensities[43] (Percent),Intensities[44] (Percent),Intensities[45] (Percent),Intensities[46] (Percent),Intensities[47] (Percent),Intensities[48] (Percent),Intensities[49] (Percent),Intensities[50] (Percent),Intensities[51] (Percent),Intensities[52] (Percent),Intensities[53] (Percent),Intensities[54] (Percent),Intensities[55] (Percent),Intensities[56] (Percent),Intensities[57] (Percent),Intensities[58] (Percent),Intensities[59] (Percent),Intensities[60] (Percent),Intensities[61] (Percent),Intensities[62] (Percent),Intensities[63] (Percent),Intensities[64] (Percent),Intensities[65] (Percent),Intensities[66] (Percent),Intensities[67] (Percent),Intensities[68] (Percent),Intensities[69] (Percent),Intensities[70] (Percent)
10_14_20 (1A01 #1) 1,Friday, June 18, 2021 5:14:05 PM,20.5,1.02,2.0780,202.3,0.065,7,0.4000,0.4632,0.5365,0.6213,0.7195,0.8332,0.9649,1.117,1.294,1.499,1.736,2.010,2.328,2.696,3.122,3.615,4.187,4.849,5.615,6.503,7.531,8.721,10.10,11.70,13.54,15.69,18.17,21.04,24.36,28.21,32.67,37.84,43.82,50.75,58.77,68.06,78.82,91.28,105.7,122.4,141.8,164.2,190.1,220.2,255.0,295.3,342.0,396.1,458.7,531.2,615.1,712.4,825.0,955.4,1106,1281,1484,1718,1990,2305,2669,3091,3580,4145,4801,5560,6439,7456,8635,1.000e4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,3.5,9.4,15.4,19.0,19.2,16.0,10.7,5.2,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10_14_20 (1A01 #1) 2,Friday, June 18, 2021 5:17:21 PM,20.6,0.994,2.0780,208.3,0.107,7,0.4000,0.4632,0.5365,0.6213,0.7195,0.8332,0.9649,1.117,1.294,1.499,1.736,2.010,2.328,2.696,3.122,3.615,4.187,4.849,5.615,6.503,7.531,8.721,10.10,11.70,13.54,15.69,18.17,21.04,24.36,28.21,32.67,37.84,43.82,50.75,58.77,68.06,78.82,91.28,105.7,122.4,141.8,164.2,190.1,220.2,255.0,295.3,342.0,396.1,458.7,531.2,615.1,712.4,825.0,955.4,1106,1281,1484,1718,1990,2305,2669,3091,3580,4145,4801,5560,6439,7456,8635,1.000e4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,4.8,8.9,12.6,15.0,15.6,14.3,11.6,8.2,4.8,2.1,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10_14_20 (1A01 #1) 3,Friday, June 18, 2021 5:20:37 PM,20.6,1.01,2.0780,205.3,0.091,7,0.4000,0.4632,0.5365,0.6213,0.7195,0.8332,0.9649,1.117,1.294,1.499,1.736,2.010,2.328,2.696,3.122,3.615,4.187,4.849,5.615,6.503,7.531,8.721,10.10,11.70,13.54,15.69,18.17,21.04,24.36,28.21,32.67,37.84,43.82,50.75,58.77,68.06,78.82,91.28,105.7,122.4,141.8,164.2,190.1,220.2,255.0,295.3,342.0,396.1,458.7,531.2,615.1,712.4,825.0,955.4,1106,1281,1484,1718,1990,2305,2669,3091,3580,4145,4801,5560,6439,7456,8635,1.000e4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,3.5,8.7,14.0,17.7,18.5,16.3,11.8,6.7,2.4,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10_14_20 (1A01 #2) 1,Friday, June 18, 2021 5:28:50 PM,20.6,1.34,2.0780,154.8,0.158,6,0.4000,0.4632,0.5365,0.6213,0.7195,0.8332,0.9649,1.117,1.294,1.499,1.736,2.010,2.328,2.696,3.122,3.615,4.187,4.849,5.615,6.503,7.531,8.721,10.10,11.70,13.54,15.69,18.17,21.04,24.36,28.21,32.67,37.84,43.82,50.75,58.77,68.06,78.82,91.28,105.7,122.4,141.8,164.2,190.1,220.2,255.0,295.3,342.0,396.1,458.7,531.2,615.1,712.4,825.0,955.4,1106,1281,1484,1718,1990,2305,2669,3091,3580,4145,4801,5560,6439,7456,8635,1.000e4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,2.1,5.8,9.9,13.2,15.1,15.0,13.4,10.5,7.2,4.1,1.8,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.3,0.5,0.6,0.0,0.0,0.0,0.0
10_14_20 (1A01 #2) 2,Friday, June 18, 2021 5:32:07 PM,20.6,1.30,2.0780,159.1,0.124,6,0.4000,0.4632,0.5365,0.6213,0.7195,0.8332,0.9649,1.117,1.294,1.499,1.736,2.010,2.328,2.696,3.122,3.615,4.187,4.849,5.615,6.503,7.531,8.721,10.10,11.70,13.54,15.69,18.17,21.04,24.36,28.21,32.67,37.84,43.82,50.75,58.77,68.06,78.82,91.28,105.7,122.4,141.8,164.2,190.1,220.2,255.0,295.3,342.0,396.1,458.7,531.2,615.1,712.4,825.0,955.4,1106,1281,1484,1718,1990,2305,2669,3091,3580,4145,4801,5560,6439,7456,8635,1.000e4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,3.7,7.3,11.1,14.1,15.6,15.2,13.0,9.7,5.9,2.7,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10_14_20 (1A01 #2) 3,Friday, June 18, 2021 5:35:23 PM,20.6,1.33,2.0780,155.4,0.151,6,0.4000,0.4632,0.5365,0.6213,0.7195,0.8332,0.9649,1.117,1.294,1.499,1.736,2.010,2.328,2.696,3.122,3.615,4.187,4.849,5.615,6.503,7.531,8.721,10.10,11.70,13.54,15.69,18.17,21.04,24.36,28.21,32.67,37.84,43.82,50.75,58.77,68.06,78.82,91.28,105.7,122.4,141.8,164.2,190.1,220.2,255.0,295.3,342.0,396.1,458.7,531.2,615.1,712.4,825.0,955.4,1106,1281,1484,1718,1990,2305,2669,3091,3580,4145,4801,5560,6439,7456,8635,1.000e4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.5,9.4,14.0,16.8,17.1,14.9,11.2,6.9,3.2,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10_14_20 (1A01 #3) 1,Friday, June 18, 2021 5:43:36 PM,20.6,1.38,2.0780,150.0,0.122,5,0.4000,0.4632,0.5365,0.6213,0.7195,0.8332,0.9649,1.117,1.294,1.499,1.736,2.010,2.328,2.696,3.122,3.615,4.187,4.849,5.615,6.503,7.531,8.721,10.10,11.70,13.54,15.69,18.17,21.04,24.36,28.21,32.67,37.84,43.82,50.75,58.77,68.06,78.82,91.28,105.7,122.4,141.8,164.2,190.1,220.2,255.0,295.3,342.0,396.1,458.7,531.2,615.1,712.4,825.0,955.4,1106,1281,1484,1718,1990,2305,2669,3091,3580,4145,4801,5560,6439,7456,8635,1.000e4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.1,3.3,6.2,9.3,11.9,13.5,13.9,13.0,10.9,8.2,5.2,2.6,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10_14_20 (1A01 #3) 2,Friday, June 18, 2021 5:46:52 PM,20.5,1.35,2.0780,153.1,0.087,5,0.4000,0.4632,0.5365,0.6213,0.7195,0.8332,0.9649,1.117,1.294,1.499,1.736,2.010,2.328,2.696,3.122,3.615,4.187,4.849,5.615,6.503,7.531,8.721,10.10,11.70,13.54,15.69,18.17,21.04,24.36,28.21,32.67,37.84,43.82,50.75,58.77,68.06,78.82,91.28,105.7,122.4,141.8,164.2,190.1,220.2,255.0,295.3,342.0,396.1,458.7,531.2,615.1,712.4,825.0,955.4,1106,1281,1484,1718,1990,2305,2669,3091,3580,4145,4801,5560,6439,7456,8635,1.000e4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,4.8,9.1,13.1,15.8,16.5,15.0,11.7,7.6,3.8,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10_14_20 (1A01 #3) 3,Friday, June 18, 2021 5:50:08 PM,20.6,1.36,2.0780,151.8,0.146,5,0.4000,0.4632,0.5365,0.6213,0.7195,0.8332,0.9649,1.117,1.294,1.499,1.736,2.010,2.328,2.696,3.122,3.615,4.187,4.849,5.615,6.503,7.531,8.721,10.10,11.70,13.54,15.69,18.17,21.04,24.36,28.21,32.67,37.84,43.82,50.75,58.77,68.06,78.82,91.28,105.7,122.4,141.8,164.2,190.1,220.2,255.0,295.3,342.0,396.1,458.7,531.2,615.1,712.4,825.0,955.4,1106,1281,1484,1718,1990,2305,2669,3091,3580,4145,4801,5560,6439,7456,8635,1.000e4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.3,3.4,6.2,9.0,11.3,12.7,13.0,12.2,10.6,8.3,5.9,3.6,1.8,0.6,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10_14_20 (1A02 #1) 1,Friday, June 18, 2021 6:00:45 PM,20.6,0.206,2.0780,1006,0.261,7,0.4000,0.4632,0.5365,0.6213,0.7195,0.8332,0.9649,1.117,1.294,1.499,1.736,2.010,2.328,2.696,3.122,3.615,4.187,4.849,5.615,6.503,7.531,8.721,10.10,11.70,13.54,15.69,18.17,21.04,24.36,28.21,32.67,37.84,43.82,50.75,58.77,68.06,78.82,91.28,105.7,122.4,141.8,164.2,190.1,220.2,255.0,295.3,342.0,396.1,458.7,531.2,615.1,712.4,825.0,955.4,1106,1281,1484,1718,1990,2305,2669,3091,3580,4145,4801,5560,6439,7456,8635,1.000e4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,6.8,12.0,16.0,17.5,16.3,13.0,8.5,4.2,1.2,0.0,0.0,0.0,0.0,0.0,0.5,1.6,0.0,0.0,0.0,0.0
